村志代码 Gazetteer Code,村志书名 Gazetteer Title,Is the data available?,Start Year,End Year,Data,Category,Division1,Division2,Division3,Division4,Subdivision
0069,五一村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,大专以上 College/University or Higher,,,人数 number of people
0070,乌玉村志,No,n/a,n/a,n/a,在校生 Students in School,小学 Elementary School,,,,
0070,乌玉村志,No,n/a,n/a,n/a,在校生 Students in School,初中 Junior High School,,,,
0070,乌玉村志,No,n/a,n/a,n/a,在校生 Students in School,初中 Junior High School,,,,
0070,乌玉村志,No,n/a,n/a,n/a,新入学生 - 大学 Initial Student Enrollment - College/University,,,,,
0070,乌玉村志,No,n/a,n/a,n/a,老师 Teachers,小学 Elementary School,,,,
0070,乌玉村志,No,n/a,n/a,n/a,老师 Teachers,初中 Junior High School,,,,
0070,乌玉村志,No,n/a,n/a,n/a,老师 Teachers,初中 Junior High School,,,,
0070,乌玉村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,文盲 Illiterate,,,人数 number of people
0070,乌玉村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,小学 Elementary School,,,人数 number of people
0070,乌玉村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,初中 Junior High School,,,人数 number of people
0070,乌玉村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,中专高中 High School,,,人数 number of people
0070,乌玉村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,大专以上 College/University or Higher,,,人数 number of people
0066,四马台村志,No,n/a,n/a,n/a,在校生 Students in School,小学 Elementary School,,,,
0066,四马台村志,No,n/a,n/a,n/a,在校生 Students in School,初中 Junior High School,,,,
0066,四马台村志,No,n/a,n/a,n/a,在校生 Students in School,初中 Junior High School,,,,
0066,四马台村志,No,n/a,n/a,n/a,新入学生 - 大学 Initial Student Enrollment - College/University,,,,,
0066,四马台村志,No,n/a,n/a,n/a,老师 Teachers,初中 Junior High School,,,,
0066,四马台村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,文盲 Illiterate,,,人数 number of people
0066,四马台村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,小学 Elementary School,,,人数 number of people
0066,四马台村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,初中 Junior High School,,,人数 number of people
0066,四马台村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,中专高中 High School,,,人数 number of people
0066,四马台村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,大专以上 College/University or Higher,,,人数 number of people
0066,四马台村志,Yes,1975,1978,40,在校生 Students in School,初中 Junior High School,,,,
0066,四马台村志,Yes,1956,2001,59,老师 Teachers,小学 Elementary School,,,,
0066,四马台村志,No,n/a,n/a,n/a,老师 Teachers,初中 Junior High School,,,,
0062,新华村志,No,n/a,n/a,n/a,在校生 Students in School,小学 Elementary School,,,,
0062,新华村志,No,n/a,n/a,n/a,在校生 Students in School,初中 Junior High School,,,,
0062,新华村志,No,n/a,n/a,n/a,在校生 Students in School,初中 Junior High School,,,,
0062,新华村志,No,n/a,n/a,n/a,新入学生 - 大学 Initial Student Enrollment - College/University,,,,,
0062,新华村志,No,n/a,n/a,n/a,老师 Teachers,小学 Elementary School,,,,
0062,新华村志,No,n/a,n/a,n/a,老师 Teachers,初中 Junior High School,,,,
0062,新华村志,No,n/a,n/a,n/a,老师 Teachers,初中 Junior High School,,,,
0062,新华村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,文盲 Illiterate,,,人数 number of people
0062,新华村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,小学 Elementary School,,,人数 number of people
0062,新华村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,初中 Junior High School,,,人数 number of people
0062,新华村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,中专高中 High School,,,人数 number of people
0062,新华村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,大专以上 College/University or Higher,,,人数 number of people
0071,前夹山村志,No,n/a,n/a,n/a,在校生 Students in School,小学 Elementary School,,,,
0071,前夹山村志,No,n/a,n/a,n/a,在校生 Students in School,初中 Junior High School,,,,
0071,前夹山村志,No,n/a,n/a,n/a,在校生 Students in School,初中 Junior High School,,,,
0071,前夹山村志,No,n/a,n/a,n/a,新入学生 - 大学 Initial Student Enrollment - College/University,,,,,
0071,前夹山村志,No,n/a,n/a,n/a,老师 Teachers,小学 Elementary School,,,,
0071,前夹山村志,No,n/a,n/a,n/a,老师 Teachers,初中 Junior High School,,,,
0071,前夹山村志,No,n/a,n/a,n/a,老师 Teachers,初中 Junior High School,,,,
0071,前夹山村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,文盲 Illiterate,,,人数 number of people
0071,前夹山村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,小学 Elementary School,,,人数 number of people
0071,前夹山村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,初中 Junior High School,,,人数 number of people
0071,前夹山村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,中专高中 High School,,,人数 number of people
0071,前夹山村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,大专以上 College/University or Higher,,,人数 number of people
0072,浦联村志,No,n/a,n/a,n/a,在校生 Students in School,小学 Elementary School,,,,
0072,浦联村志,No,n/a,n/a,n/a,在校生 Students in School,初中 Junior High School,,,,
0072,浦联村志,No,n/a,n/a,n/a,在校生 Students in School,初中 Junior High School,,,,
0072,浦联村志,No,n/a,n/a,n/a,新入学生 - 大学 Initial Student Enrollment - College/University,,,,,
0072,浦联村志,No,n/a,n/a,n/a,老师 Teachers,小学 Elementary School,,,,
0072,浦联村志,No,n/a,n/a,n/a,老师 Teachers,初中 Junior High School,,,,
0072,浦联村志,No,n/a,n/a,n/a,老师 Teachers,初中 Junior High School,,,,
0072,浦联村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,文盲 Illiterate,,,人数 number of people
0072,浦联村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,小学 Elementary School,,,人数 number of people
0072,浦联村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,初中 Junior High School,,,人数 number of people
0072,浦联村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,中专高中 High School,,,人数 number of people
0072,浦联村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,大专以上 College/University or Higher,,,人数 number of people
0074,上东廓村志,Yes,1953,1956,70,在校生 Students in School,小学 Elementary School,,,,
0074,上东廓村志,No,n/a,n/a,n/a,在校生 Students in School,初中 Junior High School,,,,
0074,上东廓村志,No,n/a,n/a,n/a,在校生 Students in School,初中 Junior High School,,,,
0074,上东廓村志,No,n/a,n/a,n/a,新入学生 - 大学 Initial Student Enrollment - College/University,,,,,
0074,上东廓村志,No,n/a,n/a,n/a,老师 Teachers,小学 Elementary School,,,,
0074,上东廓村志,No,n/a,n/a,n/a,老师 Teachers,初中 Junior High School,,,,
0074,上东廓村志,No,n/a,n/a,n/a,老师 Teachers,初中 Junior High School,,,,
0074,上东廓村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,文盲 Illiterate,,,人数 number of people
0074,上东廓村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,小学 Elementary School,,,人数 number of people
0074,上东廓村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,初中 Junior High School,,,人数 number of people
0074,上东廓村志,Yes,1949,2007,148,受教育程度 Highest Level of Education,,中专高中 High School,,,人数 number of people
0074,上东廓村志,Yes,1949,2007,124,受教育程度 Highest Level of Education,,大专以上 College/University or Higher,,,人数 number of people
0040,金家坪村志,No,n/a,n/a,n/a,在校生 Students in School,小学 Elementary School,,,,
0040,金家坪村志,No,n/a,n/a,n/a,在校生 Students in School,初中 Junior High School,,,,
0040,金家坪村志,No,n/a,n/a,n/a,在校生 Students in School,初中 Junior High School,,,,
0040,金家坪村志,No,n/a,n/a,n/a,新入学生 - 大学 Initial Student Enrollment - College/University,,,,,
0040,金家坪村志,No,n/a,n/a,n/a,老师 Teachers,小学 Elementary School,,,,
0040,金家坪村志,No,n/a,n/a,n/a,老师 Teachers,初中 Junior High School,,,,
0040,金家坪村志,No,n/a,n/a,n/a,老师 Teachers,初中 Junior High School,,,,
0040,金家坪村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,文盲 Illiterate,,,人数 number of people
0040,金家坪村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,小学 Elementary School,,,人数 number of people
0040,金家坪村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,初中 Junior High School,,,人数 number of people
0040,金家坪村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,中专高中 High School,,,人数 number of people
0040,金家坪村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,大专以上 College/University or Higher,,,人数 number of people
0073,三元朱村志,No,n/a,n/a,n/a,在校生 Students in School,小学 Elementary School,,,,
0073,三元朱村志,No,n/a,n/a,n/a,在校生 Students in School,初中 Junior High School,,,,
0073,三元朱村志,No,n/a,n/a,n/a,在校生 Students in School,初中 Junior High School,,,,
0073,三元朱村志,No,n/a,n/a,n/a,新入学生 - 大学 Initial Student Enrollment - College/University,,,,,
0073,三元朱村志,No,n/a,n/a,n/a,老师 Teachers,小学 Elementary School,,,,
0073,三元朱村志,No,n/a,n/a,n/a,老师 Teachers,初中 Junior High School,,,,
0073,三元朱村志,No,n/a,n/a,n/a,老师 Teachers,初中 Junior High School,,,,
0073,三元朱村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,文盲 Illiterate,,,人数 number of people
0073,三元朱村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,小学 Elementary School,,,人数 number of people
0073,三元朱村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,初中 Junior High School,,,人数 number of people
0073,三元朱村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,中专高中 High School,,,人数 number of people
0073,三元朱村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,大专以上 College/University or Higher,,,人数 number of people
0076,沁水营村志,No,n/a,n/a,n/a,在校生 Students in School,小学 Elementary School,,,,
0076,沁水营村志,Yes,1980,1989,1000,在校生 Students in School,初中 Junior High School,,,,
0076,沁水营村志,No,n/a,n/a,n/a,在校生 Students in School,初中 Junior High School,,,,
0076,沁水营村志,No,n/a,n/a,n/a,新入学生 - 大学 Initial Student Enrollment - College/University,,,,,
0076,沁水营村志,Yes,1949,2008,15,老师 Teachers,小学 Elementary School,,,,
0076,沁水营村志,No,n/a,n/a,n/a,老师 Teachers,初中 Junior High School,,,,
0076,沁水营村志,No,n/a,n/a,n/a,老师 Teachers,初中 Junior High School,,,,
0076,沁水营村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,文盲 Illiterate,,,人数 number of people
0076,沁水营村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,小学 Elementary School,,,人数 number of people
0076,沁水营村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,初中 Junior High School,,,人数 number of people
0076,沁水营村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,中专高中 High School,,,人数 number of people
0076,沁水营村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,大专以上 College/University or Higher,,,人数 number of people
0101,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,在校生 Students in School,小学 Elementary School,,,,
0101,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,在校生 Students in School,初中 Junior High School,,,,
0101,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,在校生 Students in School,初中 Junior High School,,,,
0101,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,新入学生 - 大学 Initial Student Enrollment - College/University,,,,,
0101,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,老师 Teachers,小学 Elementary School,,,,
0101,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,老师 Teachers,初中 Junior High School,,,,
0101,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,老师 Teachers,初中 Junior High School,,,,
0101,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,文盲 Illiterate,,,人数 number of people
0101,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,小学 Elementary School,,,人数 number of people
0101,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,初中 Junior High School,,,人数 number of people
0101,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,中专高中 High School,,,人数 number of people
0101,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,大专以上 College/University or Higher,,,人数 number of people
0102,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,在校生 Students in School,小学 Elementary School,,,,
0102,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,在校生 Students in School,初中 Junior High School,,,,
0102,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,在校生 Students in School,初中 Junior High School,,,,
0102,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,新入学生 - 大学 Initial Student Enrollment - College/University,,,,,
0102,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,老师 Teachers,小学 Elementary School,,,,
0102,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,老师 Teachers,初中 Junior High School,,,,
0102,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,老师 Teachers,初中 Junior High School,,,,
0102,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,文盲 Illiterate,,,人数 number of people
0102,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,小学 Elementary School,,,人数 number of people
0102,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,初中 Junior High School,,,人数 number of people
0102,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,中专高中 High School,,,人数 number of people
0102,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,大专以上 College/University or Higher,,,人数 number of people
0103,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,在校生 Students in School,小学 Elementary School,,,,
0103,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,在校生 Students in School,初中 Junior High School,,,,
0103,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,在校生 Students in School,初中 Junior High School,,,,
0103,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,新入学生 - 大学 Initial Student Enrollment - College/University,,,,,
0103,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,老师 Teachers,小学 Elementary School,,,,
0103,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,老师 Teachers,初中 Junior High School,,,,
0103,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,老师 Teachers,初中 Junior High School,,,,
0103,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,文盲 Illiterate,,,人数 number of people
0103,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,小学 Elementary School,,,人数 number of people
0103,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,初中 Junior High School,,,人数 number of people
0103,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,中专高中 High School,,,人数 number of people
0103,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,大专以上 College/University or Higher,,,人数 number of people
0104,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,在校生 Students in School,小学 Elementary School,,,,
0104,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,在校生 Students in School,初中 Junior High School,,,,
0104,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,在校生 Students in School,初中 Junior High School,,,,
0104,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,新入学生 - 大学 Initial Student Enrollment - College/University,,,,,
0104,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,老师 Teachers,小学 Elementary School,,,,
0104,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,老师 Teachers,初中 Junior High School,,,,
0104,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,老师 Teachers,初中 Junior High School,,,,
0104,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,文盲 Illiterate,,,人数 number of people
0104,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,初中 Junior High School,,,人数 number of people
0104,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,中专高中 High School,,,人数 number of people
0104,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,大专以上 College/University or Higher,,,人数 number of people
0104,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,小学 Elementary School,,,人数 number of people
0105,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,在校生 Students in School,小学 Elementary School,,,,
0105,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,在校生 Students in School,初中 Junior High School,,,,
0105,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,在校生 Students in School,初中 Junior High School,,,,
0105,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,新入学生 - 大学 Initial Student Enrollment - College/University,,,,,
0105,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,老师 Teachers,小学 Elementary School,,,,
0105,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,老师 Teachers,初中 Junior High School,,,,
0105,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,老师 Teachers,初中 Junior High School,,,,
0105,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,文盲 Illiterate,,,人数 number of people
0105,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,小学 Elementary School,,,人数 number of people
0105,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,初中 Junior High School,,,人数 number of people
0105,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,中专高中 High School,,,人数 number of people
0105,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,大专以上 College/University or Higher,,,人数 number of people
0077,三洋村志,No,n/a,n/a,n/a,在校生 Students in School,小学 Elementary School,,,,
0077,三洋村志,No,n/a,n/a,n/a,在校生 Students in School,初中 Junior High School,,,,
0077,三洋村志,No,n/a,n/a,n/a,在校生 Students in School,初中 Junior High School,,,,
0077,三洋村志,No,n/a,n/a,n/a,新入学生 - 大学 Initial Student Enrollment - College/University,,,,,
0077,三洋村志,No,n/a,n/a,n/a,老师 Teachers,小学 Elementary School,,,,
0077,三洋村志,No,n/a,n/a,n/a,老师 Teachers,初中 Junior High School,,,,
0077,三洋村志,No,n/a,n/a,n/a,老师 Teachers,初中 Junior High School,,,,
0077,三洋村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,文盲 Illiterate,,,人数 number of people
0077,三洋村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,小学 Elementary School,,,人数 number of people
0077,三洋村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,初中 Junior High School,,,人数 number of people
0077,三洋村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,中专高中 High School,,,人数 number of people
0077,三洋村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,大专以上 College/University or Higher,,,人数 number of people
0075,琴湖村志,No,n/a,n/a,n/a,在校生 Students in School,小学 Elementary School,,,,
0075,琴湖村志,No,n/a,n/a,n/a,在校生 Students in School,初中 Junior High School,,,,
0075,琴湖村志,No,n/a,n/a,n/a,在校生 Students in School,初中 Junior High School,,,,
0075,琴湖村志,No,n/a,n/a,n/a,新入学生 - 大学 Initial Student Enrollment - College/University,,,,,
0075,琴湖村志,No,n/a,n/a,n/a,老师 Teachers,小学 Elementary School,,,,
0075,琴湖村志,No,n/a,n/a,n/a,老师 Teachers,初中 Junior High School,,,,
0075,琴湖村志,No,n/a,n/a,n/a,老师 Teachers,初中 Junior High School,,,,
0075,琴湖村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,文盲 Illiterate,,,人数 number of people
0075,琴湖村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,小学 Elementary School,,,人数 number of people
0075,琴湖村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,初中 Junior High School,,,人数 number of people
0075,琴湖村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,中专高中 High School,,,人数 number of people
0075,琴湖村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,大专以上 College/University or Higher,,,人数 number of people
0065,仙台村村志,No,n/a,n/a,n/a,在校生 Students in School,小学 Elementary School,,,,
0065,仙台村村志,No,n/a,n/a,n/a,在校生 Students in School,初中 Junior High School,,,,
0065,仙台村村志,No,n/a,n/a,n/a,在校生 Students in School,初中 Junior High School,,,,
0065,仙台村村志,No,n/a,n/a,n/a,新入学生 - 大学 Initial Student Enrollment - College/University,,,,,
0065,仙台村村志,No,n/a,n/a,n/a,老师 Teachers,小学 Elementary School,,,,
0065,仙台村村志,No,n/a,n/a,n/a,老师 Teachers,初中 Junior High School,,,,
0065,仙台村村志,No,n/a,n/a,n/a,老师 Teachers,初中 Junior High School,,,,
0065,仙台村村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,文盲 Illiterate,,,人数 number of people
0065,仙台村村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,小学 Elementary School,,,人数 number of people
0065,仙台村村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,初中 Junior High School,,,人数 number of people
0065,仙台村村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,中专高中 High School,,,人数 number of people
0065,仙台村村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,大专以上 College/University or Higher,,,人数 number of people
0079,坦头村志,No,n/a,n/a,n/a,在校生 Students in School,小学 Elementary School,,,,
0079,坦头村志,No,n/a,n/a,n/a,在校生 Students in School,初中 Junior High School,,,,
0079,坦头村志,No,n/a,n/a,n/a,在校生 Students in School,初中 Junior High School,,,,
0079,坦头村志,No,n/a,n/a,n/a,新入学生 - 大学 Initial Student Enrollment - College/University,,,,,
0079,坦头村志,No,n/a,n/a,n/a,老师 Teachers,小学 Elementary School,,,,
0079,坦头村志,No,n/a,n/a,n/a,老师 Teachers,初中 Junior High School,,,,
0079,坦头村志,No,n/a,n/a,n/a,老师 Teachers,初中 Junior High School,,,,
0079,坦头村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,文盲 Illiterate,,,人数 number of people
0079,坦头村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,小学 Elementary School,,,人数 number of people
0079,坦头村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,初中 Junior High School,,,人数 number of people
0079,坦头村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,中专高中 High School,,,人数 number of people
0079,坦头村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,大专以上 College/University or Higher,,,人数 number of people
0082,北良侯村志,No,n/a,n/a,n/a,在校生 Students in School,小学 Elementary School,,,,
0082,北良侯村志,No,n/a,n/a,n/a,在校生 Students in School,初中 Junior High School,,,,
0082,北良侯村志,No,n/a,n/a,n/a,在校生 Students in School,初中 Junior High School,,,,
0082,北良侯村志,No,n/a,n/a,n/a,新入学生 - 大学 Initial Student Enrollment - College/University,,,,,
0082,北良侯村志,No,n/a,n/a,n/a,老师 Teachers,小学 Elementary School,,,,
0082,北良侯村志,No,n/a,n/a,n/a,老师 Teachers,初中 Junior High School,,,,
0082,北良侯村志,No,n/a,n/a,n/a,老师 Teachers,初中 Junior High School,,,,
0082,北良侯村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,文盲 Illiterate,,,人数 number of people
0082,北良侯村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,小学 Elementary School,,,人数 number of people
0082,北良侯村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,初中 Junior High School,,,人数 number of people
0082,北良侯村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,中专高中 High School,,,人数 number of people
0082,北良侯村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,大专以上 College/University or Higher,,,人数 number of people
0083,柏沟村志,No,n/a,n/a,n/a,在校生 Students in School,小学 Elementary School,,,,
0083,柏沟村志,No,n/a,n/a,n/a,在校生 Students in School,初中 Junior High School,,,,
0083,柏沟村志,No,n/a,n/a,n/a,在校生 Students in School,初中 Junior High School,,,,
0083,柏沟村志,No,n/a,n/a,n/a,新入学生 - 大学 Initial Student Enrollment - College/University,,,,,
0083,柏沟村志,No,n/a,n/a,n/a,老师 Teachers,小学 Elementary School,,,,
0083,柏沟村志,No,n/a,n/a,n/a,老师 Teachers,初中 Junior High School,,,,
0083,柏沟村志,No,n/a,n/a,n/a,老师 Teachers,初中 Junior High School,,,,
0083,柏沟村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,文盲 Illiterate,,,人数 number of people
0083,柏沟村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,小学 Elementary School,,,人数 number of people
0083,柏沟村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,初中 Junior High School,,,人数 number of people
0083,柏沟村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,中专高中 High School,,,人数 number of people
0083,柏沟村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,大专以上 College/University or Higher,,,人数 number of people
0081,北仪仙村志,No,n/a,n/a,n/a,在校生 Students in School,小学 Elementary School,,,,
0081,北仪仙村志,No,n/a,n/a,n/a,在校生 Students in School,初中 Junior High School,,,,
0081,北仪仙村志,No,n/a,n/a,n/a,在校生 Students in School,初中 Junior High School,,,,
0081,北仪仙村志,Yes,1952,1995,43,新入学生 - 大学 Initial Student Enrollment - College/University,,,,,
0081,北仪仙村志,No,n/a,n/a,n/a,老师 Teachers,小学 Elementary School,,,,
0081,北仪仙村志,No,n/a,n/a,n/a,老师 Teachers,初中 Junior High School,,,,
0081,北仪仙村志,No,n/a,n/a,n/a,老师 Teachers,初中 Junior High School,,,,
0081,北仪仙村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,文盲 Illiterate,,,人数 number of people
0081,北仪仙村志,Yes,1949,1967,870,受教育程度 Highest Level of Education,,小学 Elementary School,,,人数 number of people
0081,北仪仙村志,Yes,1968,1977,1200,受教育程度 Highest Level of Education,,小学 Elementary School,,,人数 number of people
0081,北仪仙村志,Yes,1949,1967,90,受教育程度 Highest Level of Education,,初中 Junior High School,,,人数 number of people
0081,北仪仙村志,Yes,1968,1977,250,受教育程度 Highest Level of Education,,初中 Junior High School,,,人数 number of people
0081,北仪仙村志,Yes,1949,1967,2,受教育程度 Highest Level of Education,,中专高中 High School,,,人数 number of people
0081,北仪仙村志,Yes,1968,1977,10,受教育程度 Highest Level of Education,,中专高中 High School,,,人数 number of people
0081,北仪仙村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,大专以上 College/University or Higher,,,人数 number of people
0086,"石[kuan, 九+隹]村志",No,n/a,n/a,n/a,在校生 Students in School,小学 Elementary School,,,,
0086,"石[kuan, 九+隹]村志",No,n/a,n/a,n/a,在校生 Students in School,初中 Junior High School,,,,
0086,"石[kuan, 九+隹]村志",No,n/a,n/a,n/a,在校生 Students in School,初中 Junior High School,,,,
