村志代码 Gazetteer Code,村志书名 Gazetteer Title,Category,Is the data available?,Start Year,End Year,Data
0037,联盟村志,受教育程度 - 小学 Highest Level of Education - Elementary School,No,n/a,n/a,n/a
0037,联盟村志,受教育程度 - 初中 Highest Level of Education - Junior High School,No,n/a,n/a,n/a
0037,联盟村志,受教育程度 - 中专高中 Highest Level of Education - High School,No,n/a,n/a,n/a
0037,联盟村志,受教育程度 - 大专以上 Highest Level of Education - College/University or Higher,No,n/a,n/a,n/a
0024,楼村志,在校生 - 小学 Students in School - Elementary School,No,n/a,n/a,n/a
0024,楼村志,在校生 - 初中 Students in School - Junior High School,Yes,1971,1974,70
0024,楼村志,在校生 - 高中 Students in School - High School,No,n/a,n/a,n/a
0024,楼村志,新入学生 - 大学 Initial Student Enrollment - College/University,No,n/a,n/a,n/a
0024,楼村志,老师- 小学 Teachers - Elementary School,No,n/a,n/a,n/a
0024,楼村志,老师- 初中 Teachers - Junior High School,No,n/a,n/a,n/a
0024,楼村志,老师- 高中 Teachers - High School,No,n/a,n/a,n/a
0024,楼村志,受教育程度 - 文盲 Illiterate,No,n/a,n/a,n/a
0024,楼村志,受教育程度 - 小学 Highest Level of Education - Elementary School,No,n/a,n/a,n/a
0024,楼村志,受教育程度 - 初中 Highest Level of Education - Junior High School,No,n/a,n/a,n/a
0024,楼村志,受教育程度 - 中专高中 Highest Level of Education - High School,No,n/a,n/a,n/a
0024,楼村志,受教育程度 - 大专以上 Highest Level of Education - College/University or Higher,No,n/a,n/a,n/a
0031,南凤山村志,在校生 - 小学 Students in School - Elementary School,No,n/a,n/a,n/a
0031,南凤山村志,在校生 - 初中 Students in School - Junior High School,No,n/a,n/a,n/a
0031,南凤山村志,在校生 - 高中 Students in School - High School,No,n/a,n/a,n/a
0031,南凤山村志,新入学生 - 大学 Initial Student Enrollment - College/University,Yes,1977,2008,120
0031,南凤山村志,老师- 初中 Teachers - Junior High School,No,n/a,n/a,n/a
0031,南凤山村志,老师- 高中 Teachers - High School,No,n/a,n/a,n/a
0031,南凤山村志,受教育程度 - 文盲 Illiterate,No,n/a,n/a,n/a
0031,南凤山村志,受教育程度 - 小学 Highest Level of Education - Elementary School,No,n/a,n/a,n/a
0031,南凤山村志,受教育程度 - 初中 Highest Level of Education - Junior High School,No,n/a,n/a,n/a
0031,南凤山村志,受教育程度 - 中专高中 Highest Level of Education - High School,No,n/a,n/a,n/a
0031,南凤山村志,老师- 小学 Teachers - Elementary School,Yes,1950,1968,14
0031,南凤山村志,老师- 小学 Teachers - Elementary School,Yes,1969,2001,36
0031,南凤山村志,受教育程度 - 大专以上 Highest Level of Education - College/University or Higher,Yes,1949,2008,121
0044,大吕庄村志,在校生 - 小学 Students in School - Elementary School,No,n/a,n/a,n/a
0044,大吕庄村志,在校生 - 初中 Students in School - Junior High School,No,n/a,n/a,n/a
0044,大吕庄村志,在校生 - 高中 Students in School - High School,No,n/a,n/a,n/a
0044,大吕庄村志,新入学生 - 大学 Initial Student Enrollment - College/University,No,n/a,n/a,n/a
0044,大吕庄村志,老师- 小学 Teachers - Elementary School,No,n/a,n/a,n/a
0044,大吕庄村志,老师- 初中 Teachers - Junior High School,No,n/a,n/a,n/a
0044,大吕庄村志,老师- 高中 Teachers - High School,No,n/a,n/a,n/a
0044,大吕庄村志,受教育程度 - 文盲 Illiterate,No,n/a,n/a,n/a
0044,大吕庄村志,受教育程度 - 小学 Highest Level of Education - Elementary School,No,n/a,n/a,n/a
0044,大吕庄村志,受教育程度 - 初中 Highest Level of Education - Junior High School,No,n/a,n/a,n/a
0044,大吕庄村志,受教育程度 - 中专高中 Highest Level of Education - High School,No,n/a,n/a,n/a
0044,大吕庄村志,受教育程度 - 大专以上 Highest Level of Education - College/University or Higher,No,n/a,n/a,n/a
0041,博潭村志,在校生 - 小学 Students in School - Elementary School,No,n/a,n/a,n/a
0041,博潭村志,在校生 - 初中 Students in School - Junior High School,No,n/a,n/a,n/a
0041,博潭村志,在校生 - 高中 Students in School - High School,No,n/a,n/a,n/a
0041,博潭村志,新入学生 - 大学 Initial Student Enrollment - College/University,Yes,1949,1998,53
0041,博潭村志,老师- 小学 Teachers - Elementary School,No,n/a,n/a,n/a
0041,博潭村志,老师- 初中 Teachers - Junior High School,No,n/a,n/a,n/a
0041,博潭村志,老师- 高中 Teachers - High School,No,n/a,n/a,n/a
0041,博潭村志,受教育程度 - 文盲 Illiterate,No,n/a,n/a,n/a
0041,博潭村志,受教育程度 - 小学 Highest Level of Education - Elementary School,No,n/a,n/a,n/a
0041,博潭村志,受教育程度 - 初中 Highest Level of Education - Junior High School,No,n/a,n/a,n/a
0041,博潭村志,受教育程度 - 中专高中 Highest Level of Education - High School,No,n/a,n/a,n/a
0041,博潭村志,受教育程度 - 大专以上 Highest Level of Education - College/University or Higher,No,n/a,n/a,n/a
0045,定安村志,在校生 - 小学 Students in School - Elementary School,No,n/a,n/a,n/a
0045,定安村志,在校生 - 初中 Students in School - Junior High School,No,n/a,n/a,n/a
0045,定安村志,在校生 - 高中 Students in School - High School,No,n/a,n/a,n/a
0045,定安村志,新入学生 - 大学 Initial Student Enrollment - College/University,No,n/a,n/a,n/a
0045,定安村志,老师- 小学 Teachers - Elementary School,No,n/a,n/a,n/a
0045,定安村志,老师- 初中 Teachers - Junior High School,No,n/a,n/a,n/a
0045,定安村志,老师- 高中 Teachers - High School,No,n/a,n/a,n/a
0045,定安村志,受教育程度 - 文盲 Illiterate,No,n/a,n/a,n/a
0045,定安村志,受教育程度 - 小学 Highest Level of Education - Elementary School,No,n/a,n/a,n/a
0045,定安村志,受教育程度 - 初中 Highest Level of Education - Junior High School,Yes,1950,1960,40
0045,定安村志,受教育程度 - 初中 Highest Level of Education - Junior High School,Yes,1960,1970,76
0045,定安村志,受教育程度 - 初中 Highest Level of Education - Junior High School,Yes,1970,1980,250
0045,定安村志,受教育程度 - 初中 Highest Level of Education - Junior High School,Yes,1980,1990,335
0045,定安村志,受教育程度 - 初中 Highest Level of Education - Junior High School,Yes,1990,2000,220
0045,定安村志,受教育程度 - 初中 Highest Level of Education - Junior High School,Yes,2000,2004,230
0045,定安村志,受教育程度 - 中专高中 Highest Level of Education - High School,Yes,1950,1960,8
0045,定安村志,受教育程度 - 中专高中 Highest Level of Education - High School,Yes,1960,1970,19
0045,定安村志,受教育程度 - 中专高中 Highest Level of Education - High School,Yes,1970,1980,46
0045,定安村志,受教育程度 - 中专高中 Highest Level of Education - High School,Yes,1980,1990,75
0045,定安村志,受教育程度 - 中专高中 Highest Level of Education - High School,Yes,1990,2000,104
0045,定安村志,受教育程度 - 中专高中 Highest Level of Education - High School,Yes,2000,2004,60
0045,定安村志,受教育程度 - 大专以上 Highest Level of Education - College/University or Higher,Yes,1950,1960,3
0045,定安村志,受教育程度 - 大专以上 Highest Level of Education - College/University or Higher,Yes,1960,1970,5
0045,定安村志,受教育程度 - 大专以上 Highest Level of Education - College/University or Higher,Yes,1970,1980,9
0045,定安村志,受教育程度 - 大专以上 Highest Level of Education - College/University or Higher,Yes,1980,1990,10
0045,定安村志,受教育程度 - 大专以上 Highest Level of Education - College/University or Higher,Yes,1990,2000,22
0045,定安村志,受教育程度 - 大专以上 Highest Level of Education - College/University or Higher,Yes,2000,2004,35
0047,冯桥村志,在校生 - 小学 Students in School - Elementary School,No,n/a,n/a,n/a
0047,冯桥村志,在校生 - 初中 Students in School - Junior High School,No,n/a,n/a,n/a
0047,冯桥村志,在校生 - 高中 Students in School - High School,No,n/a,n/a,n/a
0047,冯桥村志,新入学生 - 大学 Initial Student Enrollment - College/University,No,n/a,n/a,n/a
0047,冯桥村志,老师- 小学 Teachers - Elementary School,No,n/a,n/a,n/a
0047,冯桥村志,老师- 初中 Teachers - Junior High School,No,n/a,n/a,n/a
0047,冯桥村志,老师- 高中 Teachers - High School,No,n/a,n/a,n/a
0047,冯桥村志,受教育程度 - 文盲 Illiterate,No,n/a,n/a,n/a
0047,冯桥村志,受教育程度 - 小学 Highest Level of Education - Elementary School,No,n/a,n/a,n/a
0047,冯桥村志,受教育程度 - 初中 Highest Level of Education - Junior High School,Yes,1949,1966,11
0047,冯桥村志,受教育程度 - 中专高中 Highest Level of Education - High School,Yes,1949,1966,5
0047,冯桥村志,受教育程度 - 大专以上 Highest Level of Education - College/University or Higher,Yes,1949,1966,1
0048,小瓦窑村,在校生 - 小学 Students in School - Elementary School,No,n/a,n/a,n/a
0048,小瓦窑村,在校生 - 初中 Students in School - Junior High School,No,n/a,n/a,n/a
0048,小瓦窑村,在校生 - 高中 Students in School - High School,No,n/a,n/a,n/a
0048,小瓦窑村,新入学生 - 大学 Initial Student Enrollment - College/University,No,n/a,n/a,n/a
0048,小瓦窑村,老师- 小学 Teachers - Elementary School,No,n/a,n/a,n/a
0048,小瓦窑村,老师- 初中 Teachers - Junior High School,No,n/a,n/a,n/a
0048,小瓦窑村,老师- 高中 Teachers - High School,No,n/a,n/a,n/a
0048,小瓦窑村,受教育程度 - 文盲 Illiterate,No,n/a,n/a,n/a
0048,小瓦窑村,受教育程度 - 初中 Highest Level of Education - Junior High School,No,n/a,n/a,n/a
0048,小瓦窑村,受教育程度 - 小学 Highest Level of Education - Elementary School,No,n/a,n/a,n/a
0048,小瓦窑村,受教育程度 - 中专高中 Highest Level of Education - High School,No,n/a,n/a,n/a
0048,小瓦窑村,受教育程度 - 大专以上 Highest Level of Education - College/University or Higher,No,n/a,n/a,n/a
0049,富强村志,在校生 - 小学 Students in School - Elementary School,No,n/a,n/a,n/a
0049,富强村志,在校生 - 初中 Students in School - Junior High School,No,n/a,n/a,n/a
0049,富强村志,在校生 - 高中 Students in School - High School,No,n/a,n/a,n/a
0049,富强村志,新入学生 - 大学 Initial Student Enrollment - College/University,No,n/a,n/a,n/a
0049,富强村志,老师- 小学 Teachers - Elementary School,No,n/a,n/a,n/a
0049,富强村志,老师- 初中 Teachers - Junior High School,No,n/a,n/a,n/a
0049,富强村志,老师- 高中 Teachers - High School,No,n/a,n/a,n/a
0049,富强村志,受教育程度 - 文盲 Illiterate,No,n/a,n/a,n/a
0049,富强村志,受教育程度 - 小学 Highest Level of Education - Elementary School,No,n/a,n/a,n/a
0049,富强村志,受教育程度 - 初中 Highest Level of Education - Junior High School,No,n/a,n/a,n/a
0049,富强村志,受教育程度 - 中专高中 Highest Level of Education - High School,No,n/a,n/a,n/a
0049,富强村志,受教育程度 - 大专以上 Highest Level of Education - College/University or Higher,No,n/a,n/a,n/a
0046,方家村志,在校生 - 小学 Students in School - Elementary School,No,n/a,n/a,n/a
0046,方家村志,在校生 - 初中 Students in School - Junior High School,No,n/a,n/a,n/a
0046,方家村志,在校生 - 高中 Students in School - High School,No,n/a,n/a,n/a
0046,方家村志,新入学生 - 大学 Initial Student Enrollment - College/University,No,n/a,n/a,n/a
0046,方家村志,老师- 小学 Teachers - Elementary School,No,n/a,n/a,n/a
0046,方家村志,老师- 初中 Teachers - Junior High School,No,n/a,n/a,n/a
0046,方家村志,老师- 高中 Teachers - High School,No,n/a,n/a,n/a
0046,方家村志,受教育程度 - 文盲 Illiterate,No,n/a,n/a,n/a
0046,方家村志,受教育程度 - 小学 Highest Level of Education - Elementary School,No,n/a,n/a,n/a
0046,方家村志,受教育程度 - 初中 Highest Level of Education - Junior High School,No,n/a,n/a,n/a
0046,方家村志,受教育程度 - 中专高中 Highest Level of Education - High School,No,n/a,n/a,n/a
0046,方家村志,受教育程度 - 大专以上 Highest Level of Education - College/University or Higher,No,n/a,n/a,n/a
0050,音西村志,在校生 - 小学 Students in School - Elementary School,No,n/a,n/a,n/a
0050,音西村志,在校生 - 初中 Students in School - Junior High School,No,n/a,n/a,n/a
0050,音西村志,在校生 - 高中 Students in School - High School,No,n/a,n/a,n/a
0050,音西村志,新入学生 - 大学 Initial Student Enrollment - College/University,No,n/a,n/a,n/a
0050,音西村志,老师- 小学 Teachers - Elementary School,No,n/a,n/a,n/a
0050,音西村志,老师- 初中 Teachers - Junior High School,No,n/a,n/a,n/a
0050,音西村志,老师- 高中 Teachers - High School,No,n/a,n/a,n/a
0050,音西村志,受教育程度 - 文盲 Illiterate,No,n/a,n/a,n/a
0050,音西村志,受教育程度 - 小学 Highest Level of Education - Elementary School,No,n/a,n/a,n/a
0050,音西村志,受教育程度 - 初中 Highest Level of Education - Junior High School,No,n/a,n/a,n/a
0050,音西村志,受教育程度 - 中专高中 Highest Level of Education - High School,No,n/a,n/a,n/a
0050,音西村志,受教育程度 - 大专以上 Highest Level of Education - College/University or Higher,No,n/a,n/a,n/a
0051,潭前王村志,在校生 - 小学 Students in School - Elementary School,Yes,1960,1969,524
0051,潭前王村志,在校生 - 初中 Students in School - Junior High School,Yes,1993,2002,334
0051,潭前王村志,在校生 - 小学 Students in School - Elementary School,Yes,1993,2002,874
0051,潭前王村志,在校生 - 高中 Students in School - High School,No,n/a,n/a,n/a
0051,潭前王村志,新入学生 - 大学 Initial Student Enrollment - College/University,No,n/a,n/a,n/a
0051,潭前王村志,老师- 小学 Teachers - Elementary School,Yes,1993,2002,30
0051,潭前王村志,老师- 初中 Teachers - Junior High School,No,n/a,n/a,n/a
0051,潭前王村志,老师- 高中 Teachers - High School,No,n/a,n/a,n/a
0051,潭前王村志,受教育程度 - 文盲 Illiterate,No,n/a,n/a,n/a
0051,潭前王村志,受教育程度 - 小学 Highest Level of Education - Elementary School,No,n/a,n/a,n/a
0051,潭前王村志,受教育程度 - 初中 Highest Level of Education - Junior High School,No,n/a,n/a,n/a
0051,潭前王村志,受教育程度 - 中专高中 Highest Level of Education - High School,No,n/a,n/a,n/a
0051,潭前王村志,受教育程度 - 大专以上 Highest Level of Education - College/University or Higher,Yes,1949,2003,374
0053,牟家村志,在校生 - 小学 Students in School - Elementary School,No,n/a,n/a,n/a
0053,牟家村志,在校生 - 初中 Students in School - Junior High School,No,n/a,n/a,n/a
0053,牟家村志,在校生 - 高中 Students in School - High School,No,n/a,n/a,n/a
0053,牟家村志,新入学生 - 大学 Initial Student Enrollment - College/University,No,n/a,n/a,n/a
0053,牟家村志,老师- 小学 Teachers - Elementary School,No,n/a,n/a,n/a
0053,牟家村志,老师- 初中 Teachers - Junior High School,No,n/a,n/a,n/a
0053,牟家村志,老师- 高中 Teachers - High School,No,n/a,n/a,n/a
0053,牟家村志,受教育程度 - 文盲 Illiterate,Yes,1960,1962,207
0053,牟家村志,受教育程度 - 小学 Highest Level of Education - Elementary School,No,n/a,n/a,n/a
0053,牟家村志,受教育程度 - 初中 Highest Level of Education - Junior High School,No,n/a,n/a,n/a
0053,牟家村志,受教育程度 - 中专高中 Highest Level of Education - High School,No,n/a,n/a,n/a
0053,牟家村志,受教育程度 - 大专以上 Highest Level of Education - College/University or Higher,No,n/a,n/a,n/a
0042,新桥村志,在校生 - 小学 Students in School - Elementary School,No,n/a,n/a,n/a
0042,新桥村志,在校生 - 初中 Students in School - Junior High School,No,n/a,n/a,n/a
0042,新桥村志,在校生 - 高中 Students in School - High School,No,n/a,n/a,n/a
0042,新桥村志,老师- 小学 Teachers - Elementary School,No,n/a,n/a,n/a
0042,新桥村志,老师- 初中 Teachers - Junior High School,No,n/a,n/a,n/a
0042,新桥村志,老师- 高中 Teachers - High School,No,n/a,n/a,n/a
0042,新桥村志,受教育程度 - 文盲 Illiterate,No,n/a,n/a,n/a
0042,新桥村志,受教育程度 - 小学 Highest Level of Education - Elementary School,No,n/a,n/a,n/a
0042,新桥村志,受教育程度 - 初中 Highest Level of Education - Junior High School,No,n/a,n/a,n/a
0042,新桥村志,受教育程度 - 中专高中 Highest Level of Education - High School,No,n/a,n/a,n/a
0042,新桥村志,受教育程度 - 大专以上 Highest Level of Education - College/University or Higher,No,n/a,n/a,n/a
0042,新桥村志,新入学生 - 大学 Initial Student Enrollment - College/University,Yes,1990,2004,88
0054,西官庄村志,在校生 - 小学 Students in School - Elementary School,No,n/a,n/a,n/a
0054,西官庄村志,在校生 - 初中 Students in School - Junior High School,Yes,1969,1972,22
0054,西官庄村志,在校生 - 高中 Students in School - High School,No,n/a,n/a,n/a
0054,西官庄村志,新入学生 - 大学 Initial Student Enrollment - College/University,No,n/a,n/a,n/a
0054,西官庄村志,老师- 小学 Teachers - Elementary School,No,n/a,n/a,n/a
0054,西官庄村志,老师- 初中 Teachers - Junior High School,No,n/a,n/a,n/a
0054,西官庄村志,老师- 高中 Teachers - High School,No,n/a,n/a,n/a
0054,西官庄村志,受教育程度 - 文盲 Illiterate,No,n/a,n/a,n/a
0054,西官庄村志,受教育程度 - 小学 Highest Level of Education - Elementary School,No,n/a,n/a,n/a
0054,西官庄村志,受教育程度 - 初中 Highest Level of Education - Junior High School,No,n/a,n/a,n/a
0054,西官庄村志,受教育程度 - 中专高中 Highest Level of Education - High School,No,n/a,n/a,n/a
0054,西官庄村志,受教育程度 - 大专以上 Highest Level of Education - College/University or Higher,No,n/a,n/a,n/a
0052,郭家沟村志,在校生 - 小学 Students in School - Elementary School,No,n/a,n/a,n/a
0052,郭家沟村志,在校生 - 初中 Students in School - Junior High School,No,n/a,n/a,n/a
0052,郭家沟村志,在校生 - 高中 Students in School - High School,No,n/a,n/a,n/a
0052,郭家沟村志,新入学生 - 大学 Initial Student Enrollment - College/University,No,n/a,n/a,n/a
0052,郭家沟村志,老师- 小学 Teachers - Elementary School,No,n/a,n/a,n/a
0052,郭家沟村志,老师- 初中 Teachers - Junior High School,No,n/a,n/a,n/a
0052,郭家沟村志,老师- 高中 Teachers - High School,No,n/a,n/a,n/a
0052,郭家沟村志,受教育程度 - 文盲 Illiterate,No,n/a,n/a,n/a
0052,郭家沟村志,受教育程度 - 小学 Highest Level of Education - Elementary School,No,n/a,n/a,n/a
0052,郭家沟村志,受教育程度 - 初中 Highest Level of Education - Junior High School,No,n/a,n/a,n/a
0052,郭家沟村志,受教育程度 - 中专高中 Highest Level of Education - High School,No,n/a,n/a,n/a
0052,郭家沟村志,受教育程度 - 大专以上 Highest Level of Education - College/University or Higher,No,n/a,n/a,n/a
0055,西园村志,在校生 - 小学 Students in School - Elementary School,No,n/a,n/a,n/a
0055,西园村志,在校生 - 初中 Students in School - Junior High School,No,n/a,n/a,n/a
0055,西园村志,在校生 - 高中 Students in School - High School,No,n/a,n/a,n/a
0055,西园村志,新入学生 - 大学 Initial Student Enrollment - College/University,No,n/a,n/a,n/a
0055,西园村志,老师- 小学 Teachers - Elementary School,No,n/a,n/a,n/a
0055,西园村志,老师- 初中 Teachers - Junior High School,No,n/a,n/a,n/a
0055,西园村志,老师- 高中 Teachers - High School,No,n/a,n/a,n/a
0055,西园村志,受教育程度 - 文盲 Illiterate,No,n/a,n/a,n/a
0055,西园村志,受教育程度 - 小学 Highest Level of Education - Elementary School,No,n/a,n/a,n/a
0055,西园村志,受教育程度 - 初中 Highest Level of Education - Junior High School,No,n/a,n/a,n/a
0055,西园村志,受教育程度 - 中专高中 Highest Level of Education - High School,No,n/a,n/a,n/a
0055,西园村志,受教育程度 - 大专以上 Highest Level of Education - College/University or Higher,No,n/a,n/a,n/a
0056,沐陂村志,在校生 - 小学 Students in School - Elementary School,No,n/a,n/a,n/a
0056,沐陂村志,在校生 - 初中 Students in School - Junior High School,No,n/a,n/a,n/a
0056,沐陂村志,在校生 - 高中 Students in School - High School,No,n/a,n/a,n/a
0056,沐陂村志,新入学生 - 大学 Initial Student Enrollment - College/University,No,n/a,n/a,n/a
0056,沐陂村志,老师- 小学 Teachers - Elementary School,No,n/a,n/a,n/a
0056,沐陂村志,老师- 初中 Teachers - Junior High School,No,n/a,n/a,n/a
0056,沐陂村志,老师- 高中 Teachers - High School,No,n/a,n/a,n/a
0056,沐陂村志,受教育程度 - 文盲 Illiterate,No,n/a,n/a,n/a
0056,沐陂村志,受教育程度 - 小学 Highest Level of Education - Elementary School,No,n/a,n/a,n/a
0056,沐陂村志,受教育程度 - 初中 Highest Level of Education - Junior High School,No,n/a,n/a,n/a
0056,沐陂村志,受教育程度 - 中专高中 Highest Level of Education - High School,No,n/a,n/a,n/a
0056,沐陂村志,受教育程度 - 大专以上 Highest Level of Education - College/University or Higher,No,n/a,n/a,n/a
0057,尧治河村志,在校生 - 小学 Students in School - Elementary School,No,n/a,n/a,n/a
0057,尧治河村志,在校生 - 初中 Students in School - Junior High School,No,n/a,n/a,n/a
0057,尧治河村志,在校生 - 高中 Students in School - High School,No,n/a,n/a,n/a
0057,尧治河村志,新入学生 - 大学 Initial Student Enrollment - College/University,No,n/a,n/a,n/a
0057,尧治河村志,老师- 小学 Teachers - Elementary School,Yes,1951,2007,41
0057,尧治河村志,老师- 初中 Teachers - Junior High School,No,n/a,n/a,n/a
0057,尧治河村志,老师- 高中 Teachers - High School,No,n/a,n/a,n/a
0057,尧治河村志,受教育程度 - 文盲 Illiterate,No,n/a,n/a,n/a
0057,尧治河村志,受教育程度 - 小学 Highest Level of Education - Elementary School,No,n/a,n/a,n/a
0057,尧治河村志,受教育程度 - 初中 Highest Level of Education - Junior High School,No,n/a,n/a,n/a
0057,尧治河村志,受教育程度 - 中专高中 Highest Level of Education - High School,No,n/a,n/a,n/a
0057,尧治河村志,受教育程度 - 大专以上 Highest Level of Education - College/University or Higher,No,n/a,n/a,n/a
0043,草厂村志,在校生 - 小学 Students in School - Elementary School,No,n/a,n/a,n/a
0043,草厂村志,在校生 - 初中 Students in School - Junior High School,No,n/a,n/a,n/a
0043,草厂村志,在校生 - 高中 Students in School - High School,No,n/a,n/a,n/a
